,districtText,furnishingCode,value,floorArea,bedrooms,bathrooms,pricePerSqFt,hasFloorplans,latitude,longitude
7284, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,UNFUR,588888,1625,4,2,362.3926154,FALSE,1.376845039,103.7711596
7285, Hougang  /  Punggol  /  Sengkang ,UNKNOWN,488000,1001,3,2,487.5124875,TRUE,1.401507546,103.9120764
7286, Boon  Lay  /  Jurong  /  Tuas ,UNKNOWN,488000,1184,3,2,412.1621622,TRUE,1.345222558,103.704061
7287, Hougang  /  Punggol  /  Sengkang ,PART,530000,1022,3,2,518.590998,FALSE,1.403643,103.897389
7288, Pasir  Ris  /  Tampines ,UNFUR,420000,904,3,2,464.6017699,TRUE,1.347407039,103.9570909
7289, Hougang  /  Punggol  /  Sengkang ,PART,508000,1130,3,2,449.5575221,FALSE,1.372188183,103.8946907
7290, Boat  Quay  /  Raffles  Place  /  Marina ,UNKNOWN,400000,699,2,2,572.2460658,FALSE,1.286074,103.842331
7291,D03,UNKNOWN,950000,947,3,1,1003.167899,TRUE, Partially  Furnished ,1.282489492
7292, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,PART,405000,1184,3,2,342.0608108,FALSE,1.403106258,103.7520153
7293, Hougang  /  Punggol  /  Sengkang ,UNKNOWN,488000,1001,3,2,487.5124875,FALSE,1.401507546,103.9120764
7294, Sembawang  /  Yishun ,PART,292000,688,2,2,424.4186047,FALSE,1.434920496,103.8286681
7295, Admiralty  /  Woodlands ,PART,300000,731,2,2,410.3967168,FALSE,1.43612044,103.7739717
7296, Admiralty  /  Woodlands ,UNKNOWN,588000,1593,4,2,369.1148776,FALSE,1.441801856,103.7927356
7297, Hougang  /  Punggol  /  Sengkang ,FULL,520000,1292,4,2,402.4767802,FALSE,1.37549895,103.881378
7299, Sembawang  /  Yishun ,UNKNOWN,350000,957,3,UNKNOWN,365.7262278,FALSE,1.423658082,103.8324257
7300, Boon  Lay  /  Jurong  /  Tuas ,PART,269000,699,3,2,384.8354793,FALSE,1.348199891,103.7120421
7301, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,PART,318000,904,3,2,351.7699115,FALSE,1.374511828,103.7735853
7302, Pasir  Ris  /  Tampines ,UNFUR,320000,721,2,2,443.8280166,FALSE,1.349441926,103.9333535
7303, Harbourfront  /  Telok  Blangah ,FULL,588000,732,2,2,803.2786885,TRUE,1.2741351,103.807535
7304, Ang  Mo  Kio  /  Bishan  /  Thomson ,UNKNOWN,279999,721,2,UNKNOWN,388.3481276,FALSE,1.37018451,103.8375543
7305, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,PART,345000,1119,3,2,308.310992,FALSE,1.375620781,103.7382776
7306, Ang  Mo  Kio  /  Bishan  /  Thomson ,PART,455000,990,3,3,459.5959596,FALSE,1.369384919,103.8544003
7307, Boon  Lay  /  Jurong  /  Tuas ,UNKNOWN,395000,1011,3,2,390.702275,TRUE,1.344519868,103.7403121
7308, Pasir  Ris  /  Tampines ,FULL,408000,1109,3,2,367.8990081,TRUE,1.373695635,103.9597778
7309, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,FULL,475000,1301,3,2,365.1037663,TRUE,1.386880081,103.7683369
7310, Hougang  /  Punggol  /  Sengkang ,FULL,468000,1216,3,2,384.8684211,TRUE,1.395377069,103.9015104
7311, Boon  Lay  /  Jurong  /  Tuas ,FULL,390000,979,3,2,398.3656793,FALSE,1.345101128,103.7019437
7312, Sembawang  /  Yishun ,UNKNOWN,325000,904,3,2,359.5132743,FALSE,1.421318537,103.8474165
7313, Hougang  /  Punggol  /  Sengkang ,PART,475000,1249,3,2,380.3042434,FALSE,1.393630938,103.8999919
7314, Macpherson  /  Potong  Pasir ,UNFUR,289000,689,2,1,419.4484761,FALSE,1.332302668,103.8857608
7315, Pasir  Ris  /  Tampines ,PART,438000,1152,3,2,380.2083333,TRUE,1.355692707,103.9607076
7316, Pasir  Ris  /  Tampines ,FULL,388000,807,2,2,480.7930607,FALSE,0,0
7317, Pasir  Ris  /  Tampines ,UNFUR,530000,1367,4,2,387.7103146,FALSE,1.362219613,103.9512187
7318, Macpherson  /  Potong  Pasir ,UNFUR,268000,613,2,1,437.1941272,FALSE,1.333485209,103.8792661
7319, Buona  Vista  /  West  Coast  /  Clementi  New  Town ,PART,888000,1080,3,2,822.2222222,TRUE,1.309401,103.769815
7320, Tanglin  /  Holland  /  Bukit  Timah ,FULL,780000,990,3,2,787.8787879,FALSE,1.309153,103.78562
7321, Pasir  Ris  /  Tampines ,PART,619000,1550,4,2,399.3548387,FALSE,1.368931945,103.9531455
7322, Hougang  /  Punggol  /  Sengkang ,FULL,400000,1184,3,2,337.8378378,FALSE,1.387535417,103.9016052
7323, Admiralty  /  Woodlands ,FULL,335000,1055,4,2,317.535545,FALSE,1.443947438,103.7718586
7324, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,UNKNOWN,360000,1119,3,UNKNOWN,321.7158177,FALSE,1.383228483,103.769073
7325, Boon  Lay  /  Jurong  /  Tuas ,UNKNOWN,510000,1237,3,2,412.287793,FALSE,1.338002592,103.7001034
7326, Sembawang  /  Yishun ,UNFUR,345000,904,3,2,381.6371681,TRUE,1.426526135,103.8307897
7327, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,FULL,285000,742,2,UNKNOWN,384.097035,FALSE,1.352252155,103.7544636
7328, Hougang  /  Punggol  /  Sengkang ,FULL,425000,1119,3,2,379.8033959,FALSE,1.368391341,103.8976979
7329, Harbourfront  /  Telok  Blangah ,UNKNOWN,760000,1248,3,2,608.974359,TRUE,1.281023709,103.8095522
7330, Ang  Mo  Kio  /  Bishan  /  Thomson ,FULL,380000,785,2,2,484.0764331,FALSE,1.365557965,103.8481778
7331, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,UNKNOWN,530000,1065,3,2,497.6525822,FALSE,1.38135136,103.7616717
7332, Pasir  Ris  /  Tampines ,PART,593000,925,3,2,641.0810811,FALSE,1.371118077,103.9494078
7333, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,PART,600000,1636,3,2,366.7481663,FALSE,1.360489725,103.7487391
7334, Balestier  /  Toa  Payoh ,PART,320000,700,2,1,457.1428571,FALSE,1.341320147,103.8555234
7335, Hougang  /  Punggol  /  Sengkang ,PART,350000,753,2,2,464.8074369,FALSE,1.400235635,103.8999956
7336, Ang  Mo  Kio  /  Bishan  /  Thomson ,UNKNOWN,875000,1205,3,UNKNOWN,726.1410788,FALSE,1.371353,103.854091
7337, Hougang  /  Punggol  /  Sengkang ,FULL,295000,635,2,2,464.5669291,TRUE,1.363120217,103.8932204
7338, Balestier  /  Toa  Payoh ,UNKNOWN,720000,1130,3,2,637.1681416,TRUE,1.336049806,103.8497286
7339, Bedok  /  Upper  East  Coast ,FULL,445000,1054,3,3,422.2011385,FALSE,1.330216541,103.9094037
7340, Balestier  /  Toa  Payoh ,UNFUR,390000,904,3,2,431.4159292,FALSE,1.325647442,103.8582116
7341, Bedok  /  Upper  East  Coast ,UNFUR,560000,1280,3,2,437.5,TRUE,1.32971876,103.9303566
7342, Sembawang  /  Yishun ,UNFUR,380000,1098,3,2,346.0837887,FALSE,1.452758637,103.8137773
7343, Pasir  Ris  /  Tampines ,FULL,655000,1528,4,2,428.6649215,FALSE,1.373385601,103.9388417
7344, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,FULL,640000,1539,4,3,415.8544509,FALSE,1.393125401,103.7488901
7345, Hougang  /  Punggol  /  Sengkang ,UNKNOWN,380000,1076,3,UNKNOWN,353.1598513,FALSE,1.390331049,103.9066903
7346, Admiralty  /  Woodlands ,FULL,418000,1022,3,2,409.0019569,FALSE,1.440531101,103.7785885
7347, Hougang  /  Punggol  /  Sengkang ,UNFUR,438000,1011,3,3,433.2344214,FALSE,1.395446071,103.895096
7348, Hougang  /  Punggol  /  Sengkang ,UNFUR,420000,1001,3,3,419.5804196,TRUE,1.385146,103.899293
7349, Hougang  /  Punggol  /  Sengkang ,UNFUR,600000,1399,4,4,428.8777698,FALSE,1.386992409,103.8955447
7350, Hougang  /  Punggol  /  Sengkang ,UNFUR,438000,1184,3,3,369.9324324,FALSE,1.391383064,103.8842591
7351, Hougang  /  Punggol  /  Sengkang ,UNFUR,520000,1184,3,3,439.1891892,FALSE,1.382958798,103.8979432
7352, Seletar  /  Yio  Chu  Kang ,UNFUR,430000,1011,3,3,425.3214639,FALSE,1.39223,103.878676
7353, Hougang  /  Punggol  /  Sengkang ,UNFUR,365000,979,3,3,372.8294178,FALSE,1.397841915,103.917253
7354, Sembawang  /  Yishun ,UNKNOWN,330000,904,3,2,365.0442478,TRUE,1.420960562,103.8362059
7355, Hougang  /  Punggol  /  Sengkang ,UNFUR,378000,969,4,2,390.0928793,FALSE,1.393032,103.9140232
7356, Hougang  /  Punggol  /  Sengkang ,FULL,680000,1604,4,3,423.9401496,FALSE,1.373853783,103.8732248
7357, Hougang  /  Punggol  /  Sengkang ,PART,680000,1571,3,3,432.8453215,FALSE,1.351980035,103.8831392
7358, Hougang  /  Punggol  /  Sengkang ,PART,498000,1248,3,2,399.0384615,TRUE,1.377728383,103.8798104
7359, Bedok  /  Upper  East  Coast ,PART,588888,1237,3,2,476.061439,FALSE,1.327267217,103.9247993
7360, East  Coast  /  Marine  Parade ,PART,499000,818,3,1,610.0244499,TRUE,1.303913242,103.9114814
7361, East  Coast  /  Marine  Parade ,UNKNOWN,930000,1184,3,2,785.472973,FALSE,1.304216774,103.9178507
7363, Eunos  /  Geylang  /  Paya  Lebar ,FULL,300000,635,3,1,472.4409449,FALSE,1.323327303,103.9022604
7364, Boon  Lay  /  Jurong  /  Tuas ,PART,395000,969,3,2,407.6367389,FALSE,1.338258269,103.6961675
7366, Hougang  /  Punggol  /  Sengkang ,PART,680000,1571,3,3,432.8453215,TRUE,1.351980035,103.8831392
7367, Hougang  /  Punggol  /  Sengkang ,PART,475000,1119,3,2,424.4861483,TRUE,1.372751984,103.8875012
7368, Harbourfront  /  Telok  Blangah ,UNKNOWN,325000,700,2,2,464.2857143,FALSE,1.27057508,103.823206
7369, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,UNKNOWN,333000,1000,3,2,333,FALSE,1.384175288,103.772112
7370, Hougang  /  Punggol  /  Sengkang ,UNKNOWN,420000,1184,3,2,354.7297297,FALSE,1.396900402,103.9081255
7371, Ang  Mo  Kio  /  Bishan  /  Thomson ,UNFUR,330000,700,2,2,471.4285714,FALSE,1.375440502,103.8490269
7372, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,UNKNOWN,510000,1442,4,UNKNOWN,353.6754508,FALSE,1.399971507,103.7444581
7373, Ang  Mo  Kio  /  Bishan  /  Thomson ,UNKNOWN,315000,731,2,2,430.9165527,FALSE,1.376665369,103.8409151
7374, Ang  Mo  Kio  /  Bishan  /  Thomson ,UNKNOWN,355000,871,2,2,407.5774971,FALSE,1.371464626,103.8547323
7375, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,PART,440000,1356,4,2,324.4837758,FALSE,1.403257523,103.7456858
7376,D19,UNKNOWN,1900000,179,4,UNKNOWN,10614.52514,FALSE,UNKNOWN,1.37085987
7377, Boon  Lay  /  Jurong  /  Tuas ,UNFUR,788000,1506,3,2,523.2403718,FALSE,1.337894538,103.7448697
7378, Ang  Mo  Kio  /  Bishan  /  Thomson ,UNFUR,310000,731,2,2,424.0766074,FALSE,1.369446777,103.8579521
7379, Ang  Mo  Kio  /  Bishan  /  Thomson ,UNFUR,318000,721,2,2,441.0540915,FALSE,1.362331684,103.8580836
7380, Ang  Mo  Kio  /  Bishan  /  Thomson ,UNFUR,330000,731,2,2,451.4363885,FALSE,1.373414394,103.8529042
7381, Sembawang  /  Yishun ,PART,520000,1474,4,2,352.7815468,FALSE,1.452245317,103.8144941
7382, Admiralty  /  Woodlands ,FULL,368000,1097,3,2,335.4603464,FALSE,1.443764779,103.7997273
7383, Boon  Lay  /  Jurong  /  Tuas ,PART,595000,1550,4,2,383.8709677,TRUE,1.329627671,103.7220492
7384, Boon  Lay  /  Jurong  /  Tuas ,FULL,600000,1500,4,3,400,FALSE,1.320940094,103.738164
7385, Balestier  /  Toa  Payoh ,PART,280000,710,2,2,394.3661972,FALSE,1.330141875,103.8586364
7386, Alexandra  /  Commonwealth ,PART,348888,624,2,2,559.1153846,FALSE,1.30481559,103.7990027
7387, Sembawang  /  Yishun ,PART,315000,904,3,2,348.4513274,TRUE,1.418822224,103.8388709
7388, Sembawang  /  Yishun ,PART,600000,1528,3,2,392.6701571,FALSE,1.421322022,103.8372901
7389, Sembawang  /  Yishun ,PART,450000,1119,3,2,402.1447721,FALSE,1.41538353,103.8360038
7390, Seletar  /  Yio  Chu  Kang ,PART,630000,1216,3,2,518.0921053,TRUE,1.393061,103.875741
7391, Alexandra  /  Commonwealth ,FULL,768000,1377,4,2,557.7342048,FALSE,1.278595146,103.8269728
7392, Admiralty  /  Woodlands ,PART,700000,893,3,2,783.8745801,FALSE,1.4351944,103.7803824
7393, Bedok  /  Upper  East  Coast ,UNFUR,398000,1023,3,2,389.0518084,FALSE,1.345871,103.7508974
7394, Alexandra  /  Commonwealth ,PART,745000,1367,4,2,544.9890271,FALSE,1.287805334,103.807241
7395, Pasir  Ris  /  Tampines ,PART,450000,1140,3,2,394.7368421,FALSE,1.358836791,103.9581021
7396, Boon  Lay  /  Jurong  /  Tuas ,UNKNOWN,480000,1259,3,2,381.2549643,FALSE,1.319415563,103.7479745
7397, Hougang  /  Punggol  /  Sengkang ,PART,471888,1184,3,UNKNOWN,398.5540541,FALSE,1.39389059,103.8885867
7398, Alexandra  /  Commonwealth ,UNFUR,330000,646,2,2,510.8359133,FALSE,1.304615206,103.8002304
7399, Hougang  /  Punggol  /  Sengkang ,PART,508000,1302,3,2,390.1689708,FALSE,1.37818493,103.8840567
7400, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,PART,625000,1583,4,2,394.8199621,FALSE,1.395580393,103.7441189
7401, Macpherson  /  Potong  Pasir ,FULL,215000,500,1,1,430,FALSE,1.324233358,103.8853089
7402, Admiralty  /  Woodlands ,PART,390000,990,3,2,393.9393939,TRUE,1.441335959,103.7784515
7404, Ang  Mo  Kio  /  Bishan  /  Thomson ,UNKNOWN,280000,731,1,2,383.0369357,FALSE,1.378279029,103.8371491
7405, Hougang  /  Punggol  /  Sengkang ,UNKNOWN,328000,764,2,2,429.3193717,FALSE,1.370604476,103.8709723
7406, Hougang  /  Punggol  /  Sengkang ,FULL,410000,1162,3,UNKNOWN,352.8399312,FALSE,1.387066337,103.9046576
7407, Macpherson  /  Potong  Pasir ,FULL,270000,636,2,1,424.5283019,FALSE,1.328126724,103.8866079
7408, Ang  Mo  Kio  /  Bishan  /  Thomson ,FULL,888888,1237,3,2,718.5836702,FALSE,1.371353,103.854091
7409, East  Coast  /  Marine  Parade ,FULL,840000,1259,3,2,667.1961875,FALSE,1.304738879,103.913035
7410, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,UNKNOWN,518888,1571,3,UNKNOWN,330.2915341,FALSE,1.392848916,103.7460584
7411, Sembawang  /  Yishun ,UNFUR,410000,1184,3,2,346.2837838,FALSE,1.454344207,103.8186396
7412, Admiralty  /  Woodlands ,FULL,458000,1313,3,2,348.8194973,FALSE,1.437092804,103.8033055
7413, Sembawang  /  Yishun ,PART,415000,969,3,2,428.2765738,FALSE,1.455976265,103.8131663
7414, Admiralty  /  Woodlands ,UNKNOWN,380000,1130,3,2,336.2831858,FALSE,1.431915979,103.7852955
7415, Admiralty  /  Woodlands ,UNKNOWN,430000,1399,3,2,307.3624017,FALSE,1.431186765,103.7928067
7416, Hougang  /  Punggol  /  Sengkang ,UNKNOWN,500000,1001,3,2,499.5004995,FALSE,1.403084,103.8986369
7417, Hougang  /  Punggol  /  Sengkang ,UNKNOWN,450000,1184,3,2,380.0675676,TRUE,1.394164142,103.8954524
7418, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,UNKNOWN,700000,1560,4,2,448.7179487,TRUE,1.385116676,103.764786
7419, Admiralty  /  Woodlands ,UNKNOWN,435000,1270,3,2,342.519685,TRUE,1.436440195,103.7934044
7421, Sembawang  /  Yishun ,PART,520000,1399,4,2,371.6940672,TRUE,1.451737889,103.8189855
7422, Admiralty  /  Woodlands ,PART,370000,1076,3,2,343.866171,TRUE,1.435647533,103.7894431
7423, Boon  Lay  /  Jurong  /  Tuas ,UNFUR,300000,796,2,2,376.8844221,TRUE,1.34871044,103.718778
7424,D22,UNKNOWN,460000,94,3,2,4893.617021,TRUE, Partially  Furnished ,1.3378985
7425,D28,UNKNOWN,410000,105,3,2,3904.761905,FALSE,Unfurnished,1.3937933
7426, Sembawang  /  Yishun ,UNKNOWN,300000,721,2,2,416.0887656,TRUE,1.431538405,103.8356627
7427, Ang  Mo  Kio  /  Bishan  /  Thomson ,UNKNOWN,318888,721,2,2,442.2857143,TRUE,1.370208851,103.8522995
7428, Sembawang  /  Yishun ,UNKNOWN,900000,1528,4,2,589.0052356,TRUE,1.428769667,103.849146
7429, Eunos  /  Geylang  /  Paya  Lebar ,UNKNOWN,388000,699,2,2,555.0786838,TRUE,1.326259122,103.899339
7430, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,UNKNOWN,420000,1044,3,2,402.2988506,TRUE,1.360255716,103.7476771
7431, Balestier  /  Toa  Payoh ,PART,478000,914,3,2,522.97593,FALSE,1.328245469,103.8595375
7432, Boon  Lay  /  Jurong  /  Tuas ,UNFUR,270000,796,3,1,339.1959799,FALSE,1.346516604,103.7137078
7433, Balestier  /  Toa  Payoh ,PART,435000,936,3,2,464.7435897,TRUE,1.324350749,103.866367
7434, East  Coast  /  Marine  Parade ,UNFUR,428000,700,2,2,611.4285714,TRUE,1.303913242,103.9114814
7435, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,PART,275000,688,2,2,399.7093023,TRUE,1.361453401,103.7511889
7436, Admiralty  /  Woodlands ,UNKNOWN,350000,1098,3,UNKNOWN,318.7613843,FALSE,1.445234242,103.7944101
7437, Hougang  /  Punggol  /  Sengkang ,FULL,375000,969,3,2,386.996904,FALSE,1.387886805,103.8947603
7438, Hougang  /  Punggol  /  Sengkang ,FULL,680000,1571,3,3,432.8453215,FALSE,1.351980035,103.8831392
7439, Hougang  /  Punggol  /  Sengkang ,PART,488000,1314,3,2,371.3850837,FALSE,1.3755832,103.8961235
7440, Sembawang  /  Yishun ,PART,350000,1119,4,2,312.7792672,FALSE,1.417825858,103.8397338
7441, Sembawang  /  Yishun ,UNKNOWN,350000,1119,3,2,312.7792672,FALSE,1.426939073,103.8486432
7442, Hougang  /  Punggol  /  Sengkang ,UNKNOWN,515000,1184,3,2,434.9662162,FALSE,1.394027867,103.894869
7443, East  Coast  /  Marine  Parade ,FULL,480000,635,2,1,755.9055118,FALSE,1.302985636,103.9125747
7444, Alexandra  /  Commonwealth ,PART,720000,1011,3,2,712.1661721,FALSE,1.294174535,103.8122327
7445, Alexandra  /  Commonwealth ,PART,788000,957,3,2,823.4064786,FALSE,1.28288,103.829492
7446, Pasir  Ris  /  Tampines ,UNKNOWN,380000,904,3,2,420.3539823,FALSE,1.351840133,103.9348211
7447, Boon  Lay  /  Jurong  /  Tuas ,PART,493000,1560,4,2,316.025641,FALSE,1.342033688,103.6862278
7448, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,PART,330000,785,2,2,420.3821656,FALSE,1.351266158,103.7586988
7449, Balestier  /  Toa  Payoh ,PART,298000,699,3,2,426.323319,FALSE,1.322923982,103.8565505
7450, Pasir  Ris  /  Tampines ,FULL,650000,1636,3,2,397.3105134,FALSE,1.376269717,103.9423426
7451, Buona  Vista  /  West  Coast  /  Clementi  New  Town ,PART,468000,980,3,2,477.5510204,FALSE,1.306181203,103.7624267
7452, Beach  Road  /  Bugis  /  Rochor ,FULL,388000,624,2,1,621.7948718,FALSE,1.303476,103.850154
7453, Sembawang  /  Yishun ,UNKNOWN,325000,969,3,UNKNOWN,335.3973168,FALSE,1.452910138,103.8204876
7455, Hougang  /  Punggol  /  Sengkang ,PART,410000,1184,3,2,346.2837838,TRUE,1.398453174,103.9052063
7456, Pasir  Ris  /  Tampines ,UNKNOWN,370000,1151,3,2,321.4596003,TRUE,1.351353061,103.9608461
7457, Hougang  /  Punggol  /  Sengkang ,PART,550000,1012,3,2,543.4782609,TRUE,1.402247,103.901371
7458, Balestier  /  Toa  Payoh ,FULL,318000,700,2,2,454.2857143,TRUE,1.331751155,103.8427685
7459, Eunos  /  Geylang  /  Paya  Lebar ,UNKNOWN,380000,914,2,2,415.7549234,FALSE,1.326182382,103.9006796
7460, Alexandra  /  Commonwealth ,PART,800000,1001,3,2,799.2007992,FALSE,1.28288,103.829492
7461, Alexandra  /  Commonwealth ,UNFUR,780000,904,3,3,862.8318584,FALSE,1.282261,103.8293319
7462, Balestier  /  Toa  Payoh ,FULL,750000,1291,3,2,580.9450039,TRUE,1.337274119,103.8584197
7463,D27,UNKNOWN,520000,111,3,2,4684.684685,FALSE,Unfurnished,1.436453066
7464, Hougang  /  Punggol  /  Sengkang ,UNKNOWN,450000,1184,3,2,380.0675676,FALSE,1.388245896,103.9069573
7465, Ang  Mo  Kio  /  Bishan  /  Thomson ,PART,480000,904,3,2,530.9734513,FALSE,1.343846295,103.8550014
7466, Ang  Mo  Kio  /  Bishan  /  Thomson ,PART,580000,1033,3,2,561.4714424,FALSE,1.367955829,103.8489537
7467, Pasir  Ris  /  Tampines ,PART,606500,925,3,2,655.6756757,FALSE,1.371486327,103.9496326
7468, Pasir  Ris  /  Tampines ,PART,593800,925,3,2,641.9459459,FALSE,1.371486327,103.9496326
7469, Hougang  /  Punggol  /  Sengkang ,UNKNOWN,550000,1400,3,2,392.8571429,FALSE,1.3918098,103.8855157
7470, Hougang  /  Punggol  /  Sengkang ,UNFUR,330000,688,2,2,479.6511628,TRUE,1.372056449,103.8886115
7471, Harbourfront  /  Telok  Blangah ,UNFUR,350000,721,2,2,485.4368932,FALSE,1.271452721,103.8257071
7472, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,UNKNOWN,368000,957,3,2,384.5350052,FALSE,1.348765997,103.7594087
7473, Ang  Mo  Kio  /  Bishan  /  Thomson ,FULL,450000,990,3,2,454.5454545,FALSE,1.375382651,103.8361344
7474, Alexandra  /  Commonwealth ,PART,375000,710,3,2,528.1690141,FALSE,1.292242357,103.8028356
7475, Hougang  /  Punggol  /  Sengkang ,UNFUR,438000,1184,3,2,369.9324324,FALSE,1.397096515,103.9069146
7476, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,PART,318000,786,2,2,404.5801527,TRUE,1.374184503,103.7727065
7477, Boon  Lay  /  Jurong  /  Tuas ,FULL,345001,904,3,2,381.6382743,FALSE,1.32076764,103.7369945
7478, Balestier  /  Toa  Payoh ,PART,295000,710,2,2,415.4929577,TRUE,1.336749579,103.8576601
7479, Bedok  /  Upper  East  Coast ,UNKNOWN,390000,904,3,1,431.4159292,FALSE,1.323390449,103.9419884
7480, Pasir  Ris  /  Tampines ,UNKNOWN,480000,1367,4,2,351.1338698,FALSE,1.363306104,103.959731
7481, Hougang  /  Punggol  /  Sengkang ,PART,448000,1184,3,2,378.3783784,TRUE,1.394230732,103.9116535
7483, Ang  Mo  Kio  /  Bishan  /  Thomson ,UNKNOWN,345000,731,2,2,471.9562244,TRUE,1.366687147,103.8554091
7484, Boat  Quay  /  Raffles  Place  /  Marina ,UNKNOWN,510000,731,2,UNKNOWN,697.6744186,FALSE,1.284806747,103.8452355
7485, Ang  Mo  Kio  /  Bishan  /  Thomson ,FULL,680001,1280,3,2,531.2507813,FALSE,1.367330622,103.8532999
7486, Ang  Mo  Kio  /  Bishan  /  Thomson ,UNFUR,850000,1205,3,2,705.3941909,TRUE,1.3721095,103.8526723
7487, Hougang  /  Punggol  /  Sengkang ,PART,710000,1614,3,2,439.9008674,TRUE,1.372937937,103.899207
7488, Eunos  /  Geylang  /  Paya  Lebar ,PART,600000,1323,3,2,453.5147392,TRUE,1.324704889,103.9019268
7489, Ang  Mo  Kio  /  Bishan  /  Thomson ,PART,350000,785,3,2,445.8598726,TRUE,1.365269039,103.8543235
7490, Ang  Mo  Kio  /  Bishan  /  Thomson ,PART,390000,785,2,2,496.8152866,TRUE,1.367088143,103.8494151
7491, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,UNKNOWN,380000,1324,4,2,287.0090634,FALSE,1.377461982,103.7352064
7492, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,UNFUR,420000,1302,3,2,322.5806452,FALSE,1.37824575,103.7502691
7493, Buona  Vista  /  West  Coast  /  Clementi  New  Town ,UNKNOWN,687000,1280,3,2,536.71875,FALSE,1.316272791,103.7695336
7494, Alexandra  /  Commonwealth ,UNKNOWN,888000,1367,5,2,649.5976591,FALSE,1.283359406,103.8288924
7495, Sembawang  /  Yishun ,PART,322000,796,2,2,404.5226131,FALSE,1.418431997,103.8318868
7496, Eunos  /  Geylang  /  Paya  Lebar ,FULL,480000,1120,3,2,428.5714286,FALSE,1.326174483,103.9022335
7497, Hougang  /  Punggol  /  Sengkang ,FULL,600000,1442,4,2,416.0887656,FALSE,1.396198359,103.901007
7498, Hougang  /  Punggol  /  Sengkang ,FULL,650000,1345,4,2,483.2713755,FALSE,1.389771774,103.8885417
7499, Ang  Mo  Kio  /  Bishan  /  Thomson ,PART,318000,732,2,2,434.4262295,FALSE,1.376304887,103.8417947
7500, Hougang  /  Punggol  /  Sengkang ,PART,450000,1184,3,2,380.0675676,FALSE,1.397096515,103.9069146
7501, Pasir  Ris  /  Tampines ,FULL,400000,1097,3,2,364.6308113,FALSE,1.357720771,103.9607153
7502,D23,UNKNOWN,430000,110,3,2,3909.090909,FALSE,UNKNOWN,1.403665133
7503, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,PART,544000,1550,3,2,350.9677419,TRUE,1.402620956,103.7443941
7504,D04,UNKNOWN,1800000,1440,2,UNKNOWN,1250,FALSE,UNKNOWN,1.275768685
7505, Boon  Lay  /  Jurong  /  Tuas ,PART,629999,1603,3,2,393.0124766,FALSE,1.349689516,103.731839
7506, Tanglin  /  Holland  /  Bukit  Timah ,UNKNOWN,850000,1259,3,2,675.1389992,TRUE,1.31093299,103.7923508
7507, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,UNKNOWN,385000,1097,4,3,350.9571559,FALSE,1.383820156,103.7667077
